data/namaPerusahaan,data/alamatPerusahaan
PT Magna Indonesia,"JALAN KARET IV NOMOR 1A, KAWASAN INDUSTRI MEKAR JAYA, MEKAR JAYA, SEPATAN, KAB. TANGERANG, BANTEN, Mekar Jaya, Sepatan, Kabupaten Tangerang, Banten"
PT Magna Kemasindo Sejahtera,"Jl. Raya Kebaron Kav. 57 Blok Kalimati Bal-balan Barat, Kebaron, Tulangan, Kabupaten Sidoarjo, Jawa Timur"
PT Magna Labo Industri,"Pergudangan Sigma Kartika, Jalan Anyelir Raya Blok I No.52 & 54, Pabuaran, Gunung Sindur, Kabupaten Bogor, Jawa Barat"
PT Magna Meditek Indonesia,"Komplek Pergudangan Green Sedayu Bizpark. Jl. Daan Mogot V, No.18, Kalideres, Kalideres, Kota Jakarta Barat, DKI Jakarta"
PT Magna Pinasthika Flexipack,"KAWASAN INDUSTRI & PERGUDANGAN, CENTRAL INDUSTRIAL PARK (CIP) ALPHA 8-9, KEMIRI, SIDOARJO, Kabupaten Sidoarjo, Jawa Timur"
PT Magna Simulasi Perencanaan,"Gedung Cibis Nine Lantai 12 Unit N-1, Jalan T.B. Simatupang Nomor 2, Cilandak Timur, Pasar Minggu, Kota Jakarta Selatan, DKI Jakarta"
PT MAGNAKABEL NUSANTARA,"DESA CICADAS RT. 012 , RW 04 , GUNUNG PUTRI, KABUPATEN BOGOR, JAWA BARAT, DESA CICADAS, GUNUNG PUTRI, Kabupaten Bogor, Jawa Barat"
PT Magnatek Inovasi Digital,"Gedung STC Senayan Lantai 2 Ruang 89. Jl. Asia Afrika Pintu IX, Gelora, Tanah Abang, Kota Jakarta Pusat, DKI Jakarta"
PT Magnesium Gosari Internasional,"Jln. Sekapuk Km 32, Sekapuk, Ujungpangkah, Kabupaten Gresik, Jawa Timur"
PT Magnolium Mandiri Indonesia,"Jalan Sapan No. 56 Blok E11-E10, Tegalluar, Bojongsoang, Kabupaten Bandung, Jawa Barat"
PT Magnum Molis Indonesia,
PT MAGNUM TEKNOLOGI INDONESIA,"Century Park Blok F No. 3A, Teluk Tering, Batam Kota, Kota Batam, Kepulauan Riau"
PT Magnum Teknologi Indonesia,"Ruko century Park Blok F No.3A, Sadai, Bengkong, Kota Batam, Kepulauan Riau"
PT Magnus Asia,"Jl. RA Rukmini Bawu RT 18 RW 04, Kec. Batealit, Kab. Jepara, Bawu RT 18 RW 04, Batealit, Kabupaten Jepara, Jawa Tengah"
PT Mah Sing Indonesia,"Kawasan Industri Jababeka I JL Jababeka XIIB Blok. W 17-20, Harjamekar, Cikarang Utara, Kabupaten Bekasi, Jawa Barat"
PT Mah Sing Indonesia,"Kawasan Industri Mitrakarawang (KIM) JL. Mitra Timur Blok. D No.18 - 20, Parung Mulya, Ciampel, Kabupaten Karawang, Jawa Barat"
PT Maha Akbar Sejahtera,"Jalan Damar Wulan, Dusun XXIV, Sampali, Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara"
PT Maha Buana Artha,"JALAN JATIPELEM,, BALONGBESUK, DIWEK, Kabupaten Jombang, Jawa Timur"
PT Maha Jaya Plastindo Indonesia,"Desa Salembaran Jati Rt 04 / Rw 03, Salembaran Jati, Kosambi, Kabupaten Tangerang, Banten"
PT Maha Karya Baru,"Jalan Lamper Sari 10 Semarang, Desa/Kelurahan Peterongan, Kec. Semarang Selatan, Kota Semarang, Provinsi Jawa Tengah, Kode Pos: 50242, Peterongan, Semarang Selatan, Kota Semarang, Jawa Tengah"
CV Maha Karya Bersaudara,"Jl. Siranda No. 01 B Rt 04 Rw 02, Sidorejo Lor, Sidorejo, Kota Salatiga, Jawa Tengah"
PT Maha Karya Dua Sahabat,"jl. lingkungan 02 citatah dalam, kel. ciriung, Cibinong, Ciriung, Cibinong, Kabupaten Bogor, Jawa Barat"
CV Maha Karya Export,"JLN.LONTANGSARI NO.57 DESA LEUWILAJA, Leuwilaja, Sindangwangi, Kabupaten Majalengka, Jawa Barat"
PT Maha Karya Loka,
PT Maha Karya Putra,
PT Maha Karya Putra,"Jl. Raya Surabaya-Malang KM. 42,8, Kel. Kepulungan, Kec. Gempol, Kab. Pasuruan, Prov. Jawa Timur, Kepulungan, Gempol, Kabupaten Pasuruan, Jawa Timur"
PT Maha Kemas Pratama,"Kp. Kadu, Bunder, Cikupa, Kabupaten Tangerang, Banten"
PT Maha Lumen Mundi,"Central Cakung Business Park Blok G1 No. 12, Jl. Cakung Cilincing Raya, Rorotan, Cilincing, Kota Jakarta Utara, DKI Jakarta"
PT Maha Pratama Logistik,
PT Maha Prima Polysindo,"Jln. Raya Salembaran Jati, Pergudangan Salembaran 1 No. 38 BA, Salembaran Jati, Kosambi, Kabupaten Tangerang, Banten"
PR Maha Putera Nusantara,"Jl. Slamet Riyadi No. 101, Pabian, Kota Sumenep, Kabupaten Sumenep, Jawa Timur"
PT Maha Siri Jaya,"Jln Kapuk Utara II No.2 RT 001/RW 003, Kel. Kapuk Muara, Kec. Penjaringan, Kapuk Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Maha Tandra,"Jl raya Dayeuhkolot No.341D, Citereup, Dayeuhkolot, Kabupaten Bandung, Jawa Barat"
PT Maha Tirta Sejahtera,
PR Mahabati Fita Hanjani,
PT Mahacara Mulia Nusantara,
PT Mahadani Printing Arthamedia,
PT Mahadaya Mitra Utama,
PT Mahadhika Patra Mekatama,"Jalan Gunung Balong No. 4, RT. 007/004, Lebak Bulus, Cilandak, Kota Jakarta Selatan, DKI Jakarta"
PR Mahadiah,"lingk.simullu, Baruga, Banggae Timur, Kabupaten Majene, Sulawesi Barat"
PT Mahajana Petak Silika,"Sei Ahas, Sei Ahas, Mantangai, Kabupaten Kapuas, Kalimantan Tengah"
PT Mahajaya Artha Utama,
CV Mahajaya Mulia Berkah,"Lingkungan Jabon RT. 004 RW. 007, Jogosari, Pandaan, Kabupaten Pasuruan, Jawa Timur"
PT mahajaya Multi Sinergi,"Jalan Romang Tangaya Raya, Blok 5 Nomor 31, Manggala, Manggala, Kota Makassar, Sulawesi Selatan"
PR Mahaka Foodies,
PT Mahaka Radio Integra,
CV Mahakam,
PT Mahakam Anugrah Sentosa,"Jl. Niaga 1 , Kel. Simpang Pasir, Kec. Palaran, Kota Samarinda, Provinsi Kalimantan Timur,, Simpang Pasir, Palaran, Kota Samarinda, Kalimantan Timur"
PT Mahakam Anugrah Sentosa,
CV Mahakam Bahari Nusantara,"SAPOLOHE DESA/KEL SAPOLOHE KEC. BONTO BAHARI KAB. BULUKUMBA, Sapo Lohe, Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan"
PT Mahakam Beta Farma,"Jl. Pulo Kambing II No. 20 Kawasan Industri Pulogadung, Jatinegara, Cakung, Kota Jakarta Timur, DKI Jakarta"
PT Mahakam Mandiri Makmur,"JL MARGOMULYO INDAH BLOK G NO. 14, Manukan Wetan, Tandes, Kota Surabaya, Jawa Timur"
PT Mahakam Megah Mulia,"Jalan Suryanata nomor 88 Kp. Pinang, Bukit Pinang, Samarinda Ulu, Kota Samarinda, Kalimantan Timur"
CV Mahakam Offset,"Jalan. Merdeka 5 RT.89 NO.18, Sungai Pinang Dalam, Sungai Pinang, Kota Samarinda, Kalimantan Timur"
CV Mahakam Tri Abadi,"Jl. P. Suryanata No. 38 RT.58, Air Putih, Samarinda Ulu, Kota Samarinda, Kalimantan Timur"
PT Mahakama Media Investama,"Jalan Marsda A Saleh Gang 1, Sidomulyo, Samarinda Ilir, Kota Samarinda, Kalimantan Timur"
PT Mahakarya Adi Indonesia,
CV Mahakarya Alaska Paseduluran,"Jalan Sangego raya No 8, Koang Jaya, Karawaci, Kota Tangerang, Banten"
PT Mahakarya Baja Indonesia,"KAWASAN INDUSTRI BENUA PERMAI LESTARI, JALAN RAYA SERANG KM 25, BLOK A NOMOR G3, KP KALUWUNG., Desa/Kelurahan Cisereh, Kec. Tigaraksa, Kab. Tangerang, Provinsi Banten, Kode Pos: 15720, Cisereh, Tigaraksa, Kabupaten Tangerang, Banten"
PT Mahakarya Boga Sejahtera,"Jl Kawasan Industri Daan Mogot KM 19,8 Blok D no.6, Poris Gaga Baru, Batuceper, Kota Tangerang, Banten"
PT Mahakarya Dental Indonesia,"JL. SOSROKARTONO NO 10 B, Kel. Barongan, Kec. KotaKudus, Kab. Kudus, Prov. Jawa Tengah, Barongan, Kota Kudus, Kabupaten Kudus, Jawa Tengah"
PT Mahakarya Ikoni Sejahtera,
PT Mahakarya Inti Cipta,"Jalan Raya Kaliwungu KM 18, Sumberejo, Kaliwungu, Kabupaten Kendal, Jawa Tengah"
PT Mahakarya Jaya Sinergi,"Jalan Raya Narogong Km 15 Pangkalan 6, Ciketingudik, Bantargebang, Kota Bekasi, Jawa Barat"
PT Mahakarya Maritim Indonesia,
CV Mahakarya Media,
PT Mahakarya Nusantara Sejahtera,"Perum GTA Blok B-12A, Kembangan, Kebomas, Kabupaten Gresik, Jawa Timur"
PT Mahakarya Putra Plastindo,"Kutawaringin Industrial Park Kav 16-21, Jelegong, Kutawaringin, Kabupaten Bandung, Jawa Barat"
PT Mahakarya Rotanindo,"JL.SEGOROMADU 88, NGARGOSARI, KEBOMAS, Kabupaten Gresik, Jawa Timur"
PT Mahakarya Sebuah Nama,"PERUMAHAN GRIYA ALAM TEBO BLOK B NO.21, Sungai Alai, Tebo Tengah, Kabupaten Tebo, Jambi"
PT Mahakarya Sentra Nabati,
PT Mahakarya Sentra Nabati,"Jl. Daan Mogot Km 19,8 Blok E No. 5, Poris Gaga Baru, Batuceper, Kota Tangerang, Banten"
PT Mahakarya Sentra Nabati,"Jl. Daan Mogot km 19,8 Blok E No. 5, Poris Gaga Baru, Batuceper, Kota Tangerang, Banten"
PT Mahakarya Stamping Jaya,"Jalan Karet III Kawasan Industri Delta Silicon 2 Blok H Nomor 22, Sukaresmi, Cikarang selatan, Kabupaten Bekasi, Jawa Barat"
PT Mahakarya Sukacita Jaya,
PT MAHAKARYA SUKSES INDONESIA,"Jalan Gajah Tunggal, Kp. Gembor, RT 004 RW 001, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten"
PT Mahakarya Sukses Internasional,"Jalan raya tapos no. 99 RT.002 RW.002, Cimpaeun, Tapos, Kota Depok, Jawa Barat"
PT Mahakarya Sumber Prima,"Jl. Batarabira No. 8 (Komplex Maxx Futsal), Pai, Biringkanaya, Kota Makassar, Sulawesi Selatan"
PT Mahakarya Toy,"Komp Pergudangan Salembaran III Blok 1J RT 002 RW 002, Salembaran Jati, Kosambi, Kabupaten Tangerang, Banten"
PT Mahakarya Warisan Nusantara,"Jalan Kaveling DPR No.75, Serua, Bojongsari, Kota Depok, Jawa Barat"
CV Mahakayo Minang Kreasi,"KAMPUNG LUHUNG, Pasar Baru, Bayang, Kabupaten Pesisir Selatan, Sumatera Barat"
PT Mahaliniprima Sutira Bestari,
CV Mahameru,"Kampung Sidoarjo, Kecamatan Blambangan Umpu, Kabupaten Way Kanan, Sidoarjo, Blambangan Umpu, Kabupaten Way Kanan, Lampung"
PT Mahameru Bintang Teknik,"Ruko Puribeta junction no 36, Gaga, Larangan, Kota Tangerang, Banten"
PT Mahameru Centratama Spinning Mills,"JL. CISIRUNG KM 2, Cangkuang Wetan, Dayeuhkolot, Kabupaten Bandung, Jawa Barat"
PT Mahameru Pilar Inovasi,
CV Mahameru Project Dompu,"Jalan. Sultan Hasanuddin ex.budidaya lama Karijawa-Dompu, Karijawa, Dompu, Kabupaten Dompu, Nusa Tenggara Barat"
PT Mahameru Sinergi Indonesia,"Infinity Bizpark, blok D.07, Jl. Raya Ps. Kemis No.KM, RW.6, Sukamantri, Pasar Kemis, Kabupaten Tangerang, Banten"
PT Mahan Indah Global,"jln. jaksa agung suprapto desa plosowahyu kec. lamongan kab.lamongan, plosowahyu, lamongan, Kabupaten Lamongan, Jawa Timur"
PR Mahani Husen,"jln. makam pahlawan. RT 011/ RW 003, Goto, Tidore, Kota Tidore Kepulauan, Maluku Utara"
PT Mahar Dharma Putri,"JL. RAYA HANKAM BOJONG NANGKA 1 RT 02 RW 07, Jatirahayu, Pondokmelati, Kota Bekasi, Jawa Barat"
PT Maharaja Indonesia Digdaya,"JL. KALIURANG KM 15, DEGOLAN, UMBULMARTANI, NGEMPLAK, SLEMAN, YOGYAKARTA 55584, Umbulmartani, Ngemplak, Kabupaten Sleman, DI Yogyakarta"
PT Maharaja Pusaka Nusantara,"Komplek Pergudangan Bandara Mas T. 12, Jl. Marsekal Suryadharma T.12, Selapajang Jaya, Neglasari, Kota Tangerang, Banten"
PR Maharani,
PR Maharani,"JL. DR. WAHIDIN SUDIRO HUSODO NO. 16, Benteng Selatan, Benteng, Kabupaten Kepulauan Selayar, Sulawesi Selatan"
PR Maharani,"JL. SULTAN SULAIMAN BADRUL ALAMSYAH II, Desa/Kelurahan Daik Sepincan, Kec. Lingga, Kab. Lingga, Daik, Lingga, Kabupaten Lingga, Kepulauan Riau"
PR Maharani,"Dusun Mawar, Desa Perdamaian, Perdamaian, Kota Kualasinpang, Kabupaten Aceh Tamiang, Nangroe Aceh Darussalam"
PR Maharani,"sungai ulu, Sungai Ulu, Bunguran Timur, Kabupaten Natuna, Kepulauan Riau"
CV Maharani,"JL.TANGKUBAN PERAHU,GANG MERTA SEDANA 7, Kerobokan, Kuta Utara, Kabupaten Badung, Bali"
PR Maharani Dewi Rambe,"RT 002 RW 003 DUSUN II BAKTI MULUA, Mulya Subur, Pangkalan Lesung, Kabupaten Pelalawan, Riau"
PR Maharani Dipa Buana,"JL ANAS KARIM NO 105, Kampung Manggis, Padang Panjang Barat, Kota Padang Panjang, Sumatera Barat"
CV Maharani Jaya Lestari,
PT Mahardhika Group Indonesia,"Jl. Kenari No. 133, Plosokerep, Sananwetan, Kota Blitar, Jawa Timur"
PT Mahardhika Indoraya Tama,"Jl. Sritunggal No. 11B, Desa/Kelurahan Cigereleng, Kec. Regol, Kota Bandung, Provinsi Jawa Barat, Cigereleng, Regol, Kota Bandung, Jawa Barat"
PR Mahardhika Rizky Ramadhany,"Kalibondol Rt. 43 Rw. 21, Sentolo, Sentolo, Kabupaten Kulon Progo, DI Yogyakarta"
PT Mahardika Gusti Anugerah,
PT Perorangan Mahardika Jaya Town,"Lingk. Cijati Samoja Opat, Majalengka Kulon, Majalengka, Kabupaten Majalengka, Jawa Barat"
PR Mahardika Live Group,
PT Mahardika Tetap Jaya,"Kapuk Ecopark, Jl. Kapuk Kamal Raya No.45 Unit AE, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PR Mahartati,"Jl. SMA 2, Ibul, Kota Manna, Kabupaten Bengkulu Selatan, Bengkulu"
PR Mahasani,
PT Mahasu Muchtafera Internasional,"Kawasan GKBI , Kp.Teriti RT 05 RW 04 No.9A , JL.Raya Kutabumi , Kec.Sepatan, Tangerang, Karet, Sepatan, Kabupaten Tangerang, Banten"
PT Mahasuri Utama,"Jl.. Penggilingan Raya, Komp. PIK Blok E Barak Kerja No.37-41 dan 44-48, RT.6/RW.10, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940, Pengglingan, Cakung, Kota Jakarta Timur, DKI Jakarta"
PR Mahat Galih Setiaji,"DESA PENANGKAN RT 05 RW 03 , Desa/Kelurahan Penangkan, Kec. Wonotunggal, Kab. Batang, Provinsi Jawa Tengah, Penangkan, Wonotunggal, Kabupaten Batang, Jawa Tengah"
PT Mahatech Jaya Mandiri,"Jl.Riverside No.07,Bojong Nangka,Kec.Gunung Putri - Bogor, Bojong Nangka, Gunung Putri, Kabupaten Bogor, Jawa Barat"
PT Mahateknologi Kapital Indonesia,
PT Mahatex Indonesia Jaya,"Jl. Masjid Dusun Poh Blembem, Badas, Badas, Kabupaten Kediri, Jawa Timur"
CV Mahathir Nurizza Putra,
PT Mahatidana Sinergi Indonesia,
PT Mahavira System Integra,
PR Mahayati,"DUSUN TUKAK BENDU, DESA SANTONG KECAMATAN KAYANGAN LOMBOK UTARA, Santong, Kayangan, Kabupaten Lombok Utara, Nusa Tenggara Barat"
PR Mahayuddin,"Lingk. Galung-galung, Lalampanua, Pamboang, Kabupaten Majene, Sulawesi Barat"
PR MAHDALENA,"Lunto timur, Lunto Timur, Lembah Segar, Kota Sawah Lunto, Sumatera Barat"
PR Mahdalena,"JL PERUMNAS CITRA RT 05, Sungaicuka, Satui, Kabupaten Tanah Bumbu, Kalimantan Selatan"
PR Mahdalena,
PR Mahdalena,"Perumahan Griya Batuah Blok D No 10 Cindai Alus RT 005 RW 002, Cindai Alus, Martapura, Kabupaten Banjar, Kalimantan Selatan"
PR Mahdalena,
PR Mahdalena,
PR Mahdalena,
PR Mahdalena,
PR Mahdalena,
PR Mahdalena,"Perum Depkes Blok D No27 Rt.1 Rw.3, Kramat Utara, Magelang Utara, Kota Magelang, Jawa Tengah"
PR Mahdalena,
