data/namaPerusahaan,data/alamatPerusahaan
PT Sumber Mitra Permata Indonesia,"Kawasan Pergudangan Bumi Wahyu, JL Pringapus, Candirejo, Pringapus, Kabupaten Semarang, Jawa Tengah"
PT Sumber Mitra Sejati Jaya,"Jl. Raya Kemang Km. 15 No. 699 RT. 001 RW. 010, Desa Kemang, Kemang, Kabupaten Bogor, Jawa Barat"
PT Sumber Mitrautama Persada,"Jl. Cisirung no. 3, Pasawahan, Dayeuhkolot, Kabupaten Bandung, Jawa Barat"
CV Sumber Mora,"JALAN YUDISTIRA BLOK KAPLING PINGGIRAN NO.8 RT.019 RW.004, Karangasem, Plumbon, Kabupaten Cirebon, Jawa Barat"
PT Sumber Motor Perkasa,"JL. TANJUNG PURA N0. 6-8, PEGADUNGAN, KALIDERES, Kota Jakarta Barat, DKI Jakarta"
CV Sumber Mukti,"Jl. Veteran III, Ds. Citapen, Citapen, Ciawi, Kabupaten Bogor, Jawa Barat"
PT Sumber Multi Atsiri,"Jl. Raya Cianjur Bandung no. 268, Ciherang, Karangtengah, Kabupaten Cianjur, Jawa Barat"
PT Sumber Multiplast Utama,"Jl. Raya Semarang Demak No. 222, Genuksari, Genuk, Kota Semarang, Jawa Tengah"
PT Sumber Murni Grup,"JALAN RAYA SEKAPUK RT.008 RW.005, Sekapuk, Ujungpangkah, Kabupaten Gresik, Jawa Timur"
PT Sumber Mutiara Indah Perdana,"Kawasan Industri Dumai, Jl. Sribuana No. 1 RT.009, Pelintung, Medang Kampai, Kota Dumai, Riau"
PT Sumber Mutiara Samudra,
CV Sumber Nadi Garibaldy,"JL.Raya Mengwitani, Mengwitani, Mengwi, Kabupaten Badung, Bali"
PT Sumber Naga Cemerlang,"Jl. Raya Sumberpasir RT.12 RW.04, Dusun Ngrangin Desa Sumberpasir, Pakis, Kabupaten Malang, Jawa Timur"
PT Sumber Nasindo Rejeki Plastik,"Jl Agarindo No. 2, Desa Sukamantri, Pasar Kemis, Kabupaten Tangerang, Banten"
PT Sumber Natural Indonesia,"Jalan raya Serang Km 18, Talaga, Cikupa, Kabupaten Tangerang, Banten"
PT Sumber Nelayan Indonesia,"Desa Mojokumpul RT 002 RW 004, MOJOKUMPUL, KEMLAGI, Kabupaten Mojokerto, Jawa Timur"
PT Sumber Nelayan Indonesia,"Dusun IV., Hessa Air genting, Air Batu, Kabupaten Asahan, Sumatera Utara"
PT Sumber Nelayan Indonesia,"Tokopedia Care Tower Lv08 Suite 02 Ciputra Internasional Jl. Lingkar Luar Barat No. 101 Kelurahan Rawa Buaya Kecamatan Cengkareng -Jakarta Barat (11740), Rawa Buaya, Cengkareng, Kota Jakarta Barat, DKI Jakarta"
PT Sumber Niaga Industri,"Kawasan Industri Benua Permai Lestari, Jl. Olex Blok A No. 1, Cisereh, Tigaraksa, Kabupaten Tangerang, Banten"
PT Sumber Organik,"Jl. Romokalisari LPA Benowo, Romokalisari, Benowo, Kota Surabaya, Jawa Timur"
PT Sumber Padi Sejati,"JL. SUMBAWA BESAR DUSUN BAHAGIA, Lape, Lape, Kabupaten Sumbawa, Nusa Tenggara Barat"
CV Sumber Pandaringan,"Kp. Cijaran RT. 006 RW. 002, Cirendeu, Petir, Kabupaten Serang, Banten"
CV Sumber Panel Aluminium,"Jl. Kalianak Madya II no 19, Asem Rowo, Asem Rowo, Kota Surabaya, Jawa Timur"
CV Sumber Pangan,"Jl.Halmahera 2 no 44 rt 011 rw 011, Mintaragen, Tegal Timur, Kota Tegal, Jawa Tengah"
CV Sumber Pangan Bersama,
PT Sumber Pangan Dunia,"JL. RAYA BANJARSARI KM 8, Banjarsari, Sumberasih, Kabupaten Probolinggo, Jawa Timur"
PT Sumber Pangan Era,
PT Sumber Pangan Indonesia,"Jl. Raja Isa No. 19, Belian, Batam Kota, Kota Batam, Kepulauan Riau"
CV Sumber Pangan Nusantara,"Jalan Pattene No. 59-79, Temmapaduae, Marusu, Kabupaten Maros, Sulawesi Selatan"
PT Sumber Pangan Nusantara,"Brigjen Katamso 24, Kampung Dalem, Kota, Kota Kediri, Jawa Timur"
PT Sumber Pangan Prima,"JL INDUSTRI CIMAREME III NO.25, CIMERANG, PADALARANG, Kabupaten Bandung Barat, Jawa Barat"
CV Sumber Pangan Sehat,"Jl. Sumber Hegar II Kavling 9/22, Babakan Ciparay, Babakan Ciparay, Kota Bandung, Jawa Barat"
CV Sumber Pangan Sukses,"Dusun Nampes Desa Nogosari, Nogosari, Pandaan, Kabupaten Pasuruan, Jawa Timur"
PT Sumber Pangan Sukses,"Jl. Raja Isa No. 19, Belian, Batam Kota, Kota Batam, Kepulauan Riau"
CV Sumber Pangestu Mandiri,"jl. pilang mulya no. 19b, Pilangbango, Kartoharjo, Kota Madiun, Jawa Timur"
PT SUMBER PENDAPATAN UTAMA,"Sampakan Berbah, Dusun Kuton, Kel. Tegaltirto, Kec. Berbah, Kab. Sleman, Prov. D.I. Yogyakarta, Tegaltirto, Berbah, Kabupaten Sleman, DI Yogyakarta"
CV Sumber Pinus Jaya,"JL. RAYA JEGLES GG 1 NO 31, BLABAK KOTA, PESANTREN, Kota Kediri, Jawa Timur"
PT Sumber Plast Indo,"DESA NGRAJEK, SAMBIREJO, TANJUNGANOM, Kabupaten Nganjuk, Jawa Timur"
CV Sumber Plastik,"Jl. Olex Kav. 1, Ds. Sentul, Balaraja, Kabupaten Tangerang, Banten"
PT Sumber Plastik,"JL. Raya By Pass Krian Km. 28, Sidomojo, Krian, Kabupaten Sidoarjo, Jawa Timur"
PT Sumber Plastik Top,"Jalan Raya Manang no. 28 Dusun I, Manang, Grogol, Kabupaten Sukoharjo, Jawa Tengah"
PT Sumber Prima Anugrah Abadi,"Jalan Taman Cisadane No.99, Panunggangan Barat, Cibodas, Kota Tangerang, Banten"
PT Sumber Prima Marsindo Sukses,"Komplek Sentra Industri Terpadu PIK Blok E1 No. 40-42., Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Sumber Prima Marsindo Sukses,"Jl. Kapuk Kamal Raya No.32 RT.003 RW.03, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Sumber Prima Marsindo Sukses,"Jl. Kapuk Kamal Raya No.32 RT.003 RW.03, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PR Sumber Protein,
PT Sumber Protein Unggul,"Dusun I Sumberrejo No 2F RT.004 RW.003, Sumber Rejo, Kota Gajah, Kabupaten Lampung Tengah, Lampung"
PT Sumber Rasa Nusantara Industri,"Jl. Manis2 RT.004 RW.001 Kawasan Industri Manis 3Multi Gudang, Kadu, Curug, Kabupaten Tangerang, Banten"
CV sumber Rejeki,"Jl. Pasir Raya Sukasari, Sukasari, Serang Baru, Kabupaten Bekasi, Jawa Barat"
PR Sumber Rejeki,
PR Sumber Rejeki,"Penggung Kel. Hargorejo Kec. Kokap Kab. Kulon Progo, Hargorejo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta"
PR Sumber Rejeki,
CV sumber Rejeki,"SAWIT RT. 005 RW.000, Karangpelem, Kedawung, Kabupaten Sragen, Jawa Tengah"
PR Sumber Rejeki,"JL. RAJAWALI 1/46, Karang Dalam, Sampang, Kabupaten Sampang, Jawa Timur"
UD SUMBER REJEKI,
PR Sumber Rejeki,"Jl. Salak, Jeppe'e, Tanete Riattang Barat, Kabupaten Bone, Sulawesi Selatan"
PR Sumber Rejeki,"LINGKUNGAN DAWUNG RT 001 RW 015, Tirtomoyo, Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah"
CV Sumber Rejeki,
CV Sumber Rejeki,"Bersole Jl. Tanjlig RT 02 RW 09, Karangpucung, Purwokerto Selatan, Kabupaten Banyumas, Jawa Tengah"
PR Sumber Rejeki,"Jl. Mayjen Azis Bustam, Banggae, Banggae, Kabupaten Majene, Sulawesi Barat"
UD Sumber Rejeki,"Br. Babakan Kawan, Gulingan, Mengwi, Kabupaten Badung, Bali"
PR Sumber Rejeki,
CV Sumber Rejeki,"Sukoanyar RT.03 RW.01, Desa/Kelurahan Sukoanyar, Kec. Ngoro, Kab. Mojokerto, Provinsi Jawa Timur, Sukoanyar, Ngoro, Kabupaten Mojokerto, Jawa Timur"
PT Sumber Rejeki Indonesia,"Jalan Iskandar Muda No.5 Rt.002 Rw.003, Kedaung Baru, Neglasari, Kota Tangerang, Banten"
CV Sumber Rejeki Jaya,"Jl. Mayjen HE Sukma KM.15 Kp. Ciherangpondok RT. 001 RW. 002, Ciherang Pondok, Caringin, Kabupaten Bogor, Jawa Barat"
PT Sumber Rejeki Lancar,"RUKO JALAN BARU KP GELAM BARAT NO.09, GELAM JAYA, PASAR KEMIS, Kabupaten Tangerang, Banten"
PT Sumber Rejeki Mughniadi Santoso,
CV Sumber Rejeki Santoso,
CV Sumber Rejeki Tobacum,"Jl. Makam Lingk. Pagak RT. 05 RW.02, Pagak, Beji, Kabupaten Pasuruan, Jawa Timur"
PT SUMBER REJEKI VARIA,
PT Sumber Rejeki Winata,"Kawasan Pergudangan Green Sedayu Bizpark Cakung, Jalan Cakung Cilincing TImur Raya Blok GS 11 Nomor 18., Cakung Timur, Cakung, Kota Jakarta Timur, DKI Jakarta"
CV Sumber Rejo,"Jl. Pabrik Pati 168, Kandangan, Kandangan, Kabupaten Kediri, Jawa Timur"
PR Sumber Rezeki,"KP. TALAGA, RT005/RW002, Talagasari, Balaraja, Kabupaten Tangerang, Banten"
UD Sumber Rezeki,"gang rahayu no 26 rt 1 rw 1, gelam, candi, Kabupaten Sidoarjo, Jawa Timur"
PR Sumber Rezeki,"Jl.Ahmad 1 no.16 Rt 17, Tungkal Harapan, Tungkal Ilir, Kabupaten Tanjung Jabung Barat, Jambi"
CV Sumber Rezeki Marendeng,"Jalan Kadundung - Singki', Nonongan Utara, Sopai, Kabupaten Toraja Utara, Sulawesi Selatan"
PT Sumber Rezeki Tirta,"Lrg. Tridadi 1 No. 26, Tangkit, Sungai Gelam, Kabupaten Muaro Jambi, Jambi"
PT Sumber Rezki Kajang,
KO Sumber Rizqi Alayna,
CV Sumber Rizqi Indah,"JL. BONDANG III, Beriwit, Murung, Kabupaten Murung Raya, Kalimantan Tengah"
PT Sumber Rizqi Kencana,
PT Sumber Roso Agromakmur,"JL. Kopel Klari Karawang, Gintungkerta, Klari, Kabupaten Karawang, Jawa Barat"
PT Sumber Rubberindo Jaya,"Jalan Raya Kedurus No. 33A, Kedurus, Karangpilang, Kota Surabaya, Jawa Timur"
PT Sumber Samudera Indonesia,"jl kawasan industri terboyo blok F no 16 a, trimulyo, genuk, Kota Semarang, Jawa Tengah"
PT Sumber Samudra Makmur,"Jalan Bawal Kavling IV, Batu Merah, Batu Ampar, Kota Batam, Kepulauan Riau"
PT SUMBER SANDANG ARTOGUNA,
PT Sumber Sandang Finishing,"JL. Raya Dayeuhkolot No. 46, Pasawahan, Dayeuhkolot, Kabupaten Bandung, Jawa Barat"
PT Sumber Sandang Top,"DESA POKAAN KELURAHAN DUKUH, Dukuh, Delanggu, Kabupaten Klaten, Jawa Tengah"
PT Sumber Sarana Era Abadi,"JL CIPUTAT RAYA GG SD III NO. 2, PONDOK PINANG, KEBAYORAN LAMA, Kota Jakarta Selatan, DKI Jakarta"
CV Sumber Sarana Prima,"Jl. Letkol H. Sulaiman Salam No. 49, Melintang, Rangkui, Kota Pangkal Pinang, Kepulauan Bangka Belitung"
PT Sumber Sarana Putra,"Jl. SD III No. 2, Pondok Pinang, Kebayoran Lama, Kota Jakarta Selatan, DKI Jakarta"
PT Sumber Sarana Sukses Bersama,
CV Sumber Sari,"KP. NANJUNG SARI RT O5 RW 05, Urug, Kawalu, Kota Tasikmalaya, Jawa Barat"
CV Sumber Sari,
CV Sumber Sari Alam,"JL. YOS SUDARSO NO 16, BEDALI, LAWANG, Kabupaten Malang, Jawa Timur"
PT Sumber Sari Bumi Sukabumi,"Kampung Kebon Kai, Nyalindung, Nyalindung, Kabupaten Sukabumi, Jawa Barat"
CV Sumber Sari Grafika,"Jln Melong no 89, Melong, Cimahi Selatan, Kota Cimahi, Jawa Barat"
UD Sumber Sari Indah,"Jl. Industri Cimareme No.17, Cimareme, CImerang, Kabupaten Bandung Barat, Jawa Barat"
PT Sumber Sari Kimia,"komplek industtri dan pergudangan golden tambak sawah B20, tambak sawah, waru, Kabupaten Sidoarjo, Jawa Timur"
PT Sumber Sari Mas Industri,"Jl. Raya Serang KM 13.8 Kawasan Pergudangan & Industri Tunas Blok A.1 N.6, Pasir Jaya, Cikupa, Kabupaten Tangerang, Banten"
CV Sumber Sari Pangan,"Jl. Raya Cangkir No. 302 F RT.004 RW.004, Cangkir, Driyorejo, Kabupaten Gresik, Jawa Timur"
CV Sumber Sari Rasa,
PT Sumber Sawit Jaya Lestari,"Dusun Sei Bomban, Pangkalan Lunang, Pangkalan Lunang, Kualuh Leidong, Kabupaten Labuhanbatu Utara, Sumatera Utara"
PT Sumber Sawit Makmur,"Dusun XVI Desa Laut Tador, Desa Laut Tador, Laut Tador, Kabupaten Batu Bara, Sumatera Utara"
PT Sumber Sawit Nusantara,"DESA SIANGGOTAN DAN GUNUNG MANAON, Sionggoton, Simangambat, Kabupaten Padang Lawas Utara, Sumatera Utara"
CV Sumber Sawit Sejahtera,"JL. LINGKAR TIMUR KOMPLEK PERGUDANGAN INDUSTRI SINAR BUDURAN III BLOK B NO. 42, SIWALANPANJI, BUDURAN, Kabupaten Sidoarjo, Jawa Timur"
PT SUMBER SEGARA PRIMADAYA,"PLTU Cilacap Jalan Lingkar Timur Karangkandri Kec. Kesugihan, Karangkandri, Kesugihan, Kabupaten Cilacap, Jawa Tengah"
PT Sumber Segara Sejahtera,
PT Sumber Sejahtera Audiotama,"Jl. Taman Pluit Murni II No. 11A, Kemal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Sumber Sejahtera Berdikari,"Blok 003 dan 004 Kp. Nyomot, CIMANGLID, KASOMALANG, Kabupaten Subang, Jawa Barat"
PT Sumber Sejahtera Mandiri Industri,"KOMPLEK PERGUDANGAN DAN INDUSTRI TUNAS BLOK B1 NO. 7 CIKUPA TANGERANG, PASIR JAYA, CIKUPA, Kabupaten Tangerang, Banten"
PT Sumber Selaras Abadi,"KP.TENJOAYU RT.003 RW.001, TENJOAYU, CICURUG, Kota Sukabumi, Jawa Barat"
PT Sumber Selaras Abadi,"Kampung Tenjoayu, Rt 003 RW 001,, Tenjoayu, Cicurug, Kabupaten Sukabumi, Jawa Barat"
CV Sumber Semesta Raya,
PT Sumber Sentosa Makmur Polimer,"Jln Sukarno hatta km 11,3, Tlahab, Gemuh, Kabupaten Kendal, Jawa Tengah"
PT Sumber Sentral Teknik,"Jl. Bajamas no. 99. Kawasan bajamas industri, kp coreg, Pasir bolang, Tigaraksa, Kabupaten Tangerang, Banten"
PT Sumber Setia Cemerlang,"Bercak Bulu, RT 004/RW 025, Jogotirto, Berbah, Kabupaten Sleman, DI Yogyakarta"
PT Sumber Setia Jaya Abadi,"JL. BRANTAS, PILANG, KADEMANGAN, Kota Probolinggo, Jawa Timur"
PT Sumber Sinar Sulawesi,
PT Sumber Sinergi Makmur,"Jalan Cideng Barat Nomor 31A RT 003 RW 011, Cideng, Gambir, Kota Jakarta Pusat, DKI Jakarta"
UD Sumber Slamet,"Jalan Mlaten, ds plintahan, pandaan, Kabupaten Pasuruan, Jawa Timur"
PT Sumber Sukses Indonesia,"kampung sukamukti, Cibatu, Cibatu, Kabupaten Purwakarta, Jawa Barat"
PT SUMBER SUKSES MECHINERY,"JL KAWASAN INDUSTI TERPADU INDONESIA CHINA (KITIC) KAV 42 NO.01, NAGASARI, CIKARANG PUSAT, Kabupaten Bekasi, Jawa Barat"
PT Sumber Sukses Medika,
PT Sumber Sukses Plasindo,"JL. HALMAHERA KIM DUSUN XV, PEMATANG JOHAR, LABUHAN DELI, KAB. DELI SERDANG, SUMATERA UTARA, Pematang Johar, Labuhan Deli, Kabupaten Deli Serdang, Sumatera Utara"
PT Sumber Sukses Sealindo,"KOMPLEK PERGUDANGAN BIZHUB BLOK GG NO. 12, Pabuaran, Gunung Sindur, Kabupaten Bogor, Jawa Barat"
PT Sumber Sukses Sentosa,"Kp. Klapanunggal RT 002, RW 001, Desa Klapanunggal, Kec. Klapanunggal, Kab. Bogor, Klapanunggal, Klapanunggal, Kabupaten Bogor, Jawa Barat"
PT Sumber Surya Mandiri,"JL. RAYA PLP CURUG KM 2,2 NO.99 KP. SEMPUR RT.003 RW.006, Kadu, Curug, Kabupaten Tangerang, Banten"
PT Sumber Surya Manis,"Pergudangan Pantai indah Dadap Blok : BF no.42, Dadap, Kosambi, Kabupaten Tangerang, Banten"
PT Sumber Surya Raya,"komplek pergudangan kosambi permai blok E65 gudang M6-7, Jl. perancis dadap, tangerang, dadap, kosambi, Kota Tangerang, Banten"
PT Sumber Tani Agung,"Desa Sabungan, Sungai Kanan, Sungai Kanan, Kabupaten Labuhanbatu Selatan, Sumatera Utara"
PT Sumber Tani Agung Oils And Fats,
PT Sumber Tani Agung Resources,"DESA BAHAL, BAHAL, PORTIBI, Kabupaten Padang Lawas Utara, Sumatera Utara"
PT Sumber Tani Barokah Indonesia,"Dukuh Krajan RT.002 RW.003, Jebeng, Slahung, Kabupaten Ponorogo, Jawa Timur"
PT Sumber Teknik Konstruksi,"Gold Coast Office Tower Pantai Indah Kapuk Lantai OTA 22, Unit D, Unit E, dan Unit F, Kapuk Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Sumber Teknik Messindo,"Jalan Raya By Pass KM. 28, Kec. Krian, SIdoarjo, Sidomojo, Krian, Kabupaten Sidoarjo, Jawa Timur"
PT Sumber Teknik Motor,"Jalan Kapuk Muara Blok A Nomor 21-24, Penjaringan, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
CV Sumber Teknik Motor Indonesia,
PT Sumber Teknik Sukses Sentosa,"JALAN INSPEKSI KALIMALANG PEKOPEN TIMUR, LAMBANG JAYA, TAMBUN, Kabupaten Bekasi, Jawa Barat"
CV Sumber Tentrem Mandiri Jaya,"DUSUN SIMO, Simo, Kendal, Kabupaten Ngawi, Jawa Timur"
CV Sumber Terang Mulia Fibreglass,"JLN. SAPTA MARGA NO.72, Bukit Sangkal, Kalidoni, Kota Palembang, Sumatera Selatan"
PT Sumber Tiga Jaya,"JL. GEMBONG NO. 20-30, Desa/Kelurahan Kapasan, Kec. Simokerto, Kota Surabaya, Provinsi Jawa Timur, Kode Pos: 60141, Lontar, Sambikerep, Kota Surabaya, Jawa Timur"
CV Sumber Tiga Jaya,"JL. GEMBONG NO. 20-30, Desa/Kelurahan Kapasan, Kec. Simokerto, Kota Surabaya, Provinsi Jawa Timur, Kode Pos: 60141, Kapasan, Simokerto, Kota Surabaya, Jawa Timur"
PT Sumber Tirta Agung,"Jalan pulau menjangan 7 KIM 2, Saentis, Percut sei tuan, Kabupaten Deli Serdang, Sumatera Utara"
PT Sumber Tirta Alam Lestari,"Desa Kebon IX Kec Sungai Gelam, Desa Kebon IX, Sungai Gelam, Kabupaten Muaro Jambi, Jambi"
PT Sumber Tirta Alami,"Jl. Penanggungan No 35, Dusun Kedondong, Sumber Gedang, Pandaan, Kabupaten Pasuruan, Jawa Timur"
CV Sumber Tirta Berkah Abadi,"Jl Brigjend Katamso No 5 Slawi Wetan, Slawi Wetan, Slawi, Kabupaten Tegal, Jawa Tengah"
PT Sumber Tirta Bukit Lestari,"Jl. Mangkubumi-Indihiang KM 1,92, Linggajaya, Mangkubumi, Kota Tasikmalaya, Jawa Barat"
PT Sumber Tirta Dewata,
CV Sumber Tirta Jaya,
PT Sumber Tirta Joyo Kusumo,"Dusun Semanding, RT.002/RW.005, Kawedusan, Ponggok, Kabupaten Blitar, Jawa Timur"
PT Sumber Tirta Pamenang,"Jln. Raya Balekambang No.116, Blabak, Pesantren, Kota Kediri, Jawa Timur"
PT Sumber Tirta Ria Abadi,"Adi Sucipto 65, Kerten, Laweyan, Kota Surakarta, Jawa Tengah"
PR Sumber Tjahaya,
PR Sumber Tongkat,"Jl. Raya Karangsuko Rt.02 Rw.01, Karangsuko, Pagelaran, Kabupaten Malang, Jawa Timur"
CV Sumber Unggul,
UD Sumber Untung,"ds. gempol kurung, gempol kurung, menganti, Kabupaten Gresik, Jawa Timur"
CV Sumber Untung Jaya Sejahtera,"Jl. Raya sadang No. 100, Sadang, Taman, Kabupaten Sidoarjo, Jawa Timur"
UD Sumber Untung Lancar,"JALAN RUNGKUT INDUSTRI VIII / 25 KELURAHAN KUTISARI KECAMATAN TENGGILIS MEJOYO KOTA SURABAYA,, KUTISARI, TENGGILIS MEJOYO, Kota Surabaya, Jawa Timur"
PR Sumber Urip,
PR Sumber Urip,"Dusun Glugur III, Palengaan Laok, Palenggaan, Kabupaten Pamekasan, Jawa Timur"
CV Sumber Urip Kita,
PR Sumber Urip Pusaka Galuh Banjar,"Jl. A. Yani Km. 10,5 RT. II, Sungai Lakum, Kertak Hanyar, Kabupaten Banjar, Kalimantan Selatan"
PT SUMBER URIP SEJATI,"PT.SUMBER URIP SEJATI, TAMBAK SARIOSO, ASEMROWO, Kota Surabaya, Jawa Timur"
CV Sumber Usaha Berkah,"Wedoro Sukun gang Melati, Wedoro, Waru, Kabupaten Sidoarjo, Jawa Timur"
PT Sumber Usaha Radiator,"JL RAYA PILAR SUKATANI NO 189, Sukaraya, Karang Bahagia, Kabupaten Bekasi, Jawa Barat"
CV Sumber Usaha Sentosa,"JL. RAYA RANCAEKEK KM 24.5 KAWASAN INDUSTRI DWIPAPURI ABADI BLOK B-1 NO.10 A, SAWAH DADAP, CIMANGGUNG, Kabupaten Sumedang, Jawa Barat"
PT Sumber Wahana Sejati,"Kp. Cibatu Jati RT 004 RW 002, Cibatu, Cikembar, Kabupaten Sukabumi, Jawa Barat"
CV Sumber Wangi Kimia,"Jl. Urip Sumoharjo No. 17 B, Kepatihan, Jombang, Kabupaten Jombang, Jawa Timur"
PT Sumber Waras Dairy Farm,"Jalan Pattimura IV no 5, Kletek, Taman, Kabupaten Sidoarjo, Jawa Timur"
PT Sumber Warih Sejahtera,
PT Sumber Wijaya Sakti,"Trasakan Diwak RT 2 RW 3, Jamuskauman, Ngluwar, Kabupaten Magelang, Jawa Tengah"
PT Sumber Wira Indosteel,"Jl. Romokalisari Industri Raya II/58-60, Romokalisari, Benowo, Kota Surabaya, Jawa Timur"
PT Sumber Wisesa Indolestari,"JL. RAYA MAUK KM. 7 BLOK KARET JAYA II SELATAN NO. 7, Sepatan, Sepatan, Kabupaten Tangerang, Banten"
PT Sumber Yalasamudra,"Jl. Sampangan No. 19, Kedungrejo, Muncar, Kabupaten Banyuwangi, Jawa Timur"
PT Sumberair Dewa,"Jl. Pajajaran Gang Air Dewa 89, Banjar Dinas Bantas Bale Agung, Bantas, Salamadeg Timur, Kabupaten Tabanan, Bali"
CV Sumberasia Trading Company,"Jl. Rembang Industri IX No.5-7 Pier Pasuruan, Pejangkungan, Rembang, Kabupaten Pasuruan, Jawa Timur"
PT Sumberbangunan Ciptasejahtera,"JL. KH HASYIM ASHARI NO. 288, NEROGTOG, PINANG, Kota Tangerang, Banten"
PT Sumberbaru Wahana Motor,
PT Sumberdaya Bali Perkasa,"Jalan I Gusti Ketut Do No. 200 B, Sengkidu, Manggis, Kabupaten Karang Asem, Bali"
PT Sumbereva Indonusa,"jalan Sinar pasar kemis KAV 118 RT 01 RW 01, KUTA JAYA, PASAR KEMIS, Kabupaten Tangerang, Banten"
PT Sumberindo Karya Sejahtera,"JL. KAPUK KAMAL RAYA NO. 40, BLOK M NO. 22, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta"
PT Sumberjaya Makmur Sejahtera,"JL. RAYA PAPAR KM 15, (DS. JANTI, PAPAR) KEDIRI, Janti, Papar, Kabupaten Kediri, Jawa Timur"
PT Sumberkreasi Ciptalogam,"Jl. I Gusti Ngurah Rai no 1 Jakarta Timur, Cipinang Muara, Jatinegara, Kota Jakarta Timur, DKI Jakarta"
PT Sumberkreasi Dayacipta,
PT Sumberkrida Kimindo,"Jl. Kampung Sumur Gg. Musa No. 128 A, Desa Talaga Cikupa Mas, Cikupa, Kabupaten Tangerang, Banten"
PT Sumberlaut Bengindo,
PT Sumbermas Buanaperkasa,
PT Sumbermas Medika Industri,"Jl. Villa Siberi No. D2 Krajan, Banjarejo, Boja, Kabupaten Kendal, Jawa Tengah"
PT Sumberpinang Sejahtera Sentosa,
PT Sumbersandang Artoguna,
PT Sumbersari Asri Sehati,"Jl. Serang km 18,8 kav 8 no.8 kawasan industri Purati Kencana Alam, Sukanegara, Cikupa, Kabupaten Tangerang, Banten"
PT Sumbersari Indah Dewata,"JL. Raya Sumberejo RT 01 / RW 03, Kalisongo, Dau, Kabupaten Malang, Jawa Timur"
PT Sumbersari Mekarperkasa,"Jln. Raya Desa Pandan Landung No. 238, Pandan Landung, Wagir, Kabupaten Malang, Jawa Timur"
PT Sumbertama Nusapertiwi,"Jl.Jambi Petaling KM.10 RT.04 Desa Parit, Parit, Sungai Gelam, Kabupaten Muaro Jambi, Jambi"
PT Sumbertaman Keramika Industri,"Jln Lumajang km.5, Sumbertaman, Wonoasih, Kota Probolinggo, Jawa Timur"
PR Sumberurip,"Dsn. Glugur III, Ds. Palengaan Laok, Palengaan Laok, Palenggaan, Kabupaten Pamekasan, Jawa Timur"
CV Sumberyala,"Dusun tratas rt 1 rw 2, Kedungringin, Muncar, Kabupaten Banyuwangi, Jawa Timur"
PR Sumbiarti,"METENGGENG RT 03 RW 02, Metenggeng, Bojongsari, Kabupaten Purbalingga, Jawa Tengah"
PR Sumbogo,"PR.PESISIR ADIGUNA KARYA JL .KYAI JAMUS DS BAKALAN RT 03 RW 01, Bakalan, Kalinyamatan, Kabupaten Jepara, Jawa Tengah"
PT Sumco Indonesia,"Kawasan Industri MM2100 Jl. Irian Blok GG-6, Jatiwangi, Cikarang Barat, Kabupaten Bekasi, Jawa Barat"
PR Sumedi,"Sido Truko RT 01 RW 01, Bedono Kluwung, Kemiri, Kabupaten Purworejo, Jawa Tengah"
PR Sumen,
PR Sumi,"Talang inuman,lrg kemajuan rt 24, Teratai, Muara Bulian, Kabupaten Batanghari, Jambi"
PT Sumi Asih,"Jl. Jatimulya KM. 38, Jatimulya, Tambun Selatan, Kabupaten Bekasi, Jawa Barat"
PT SUMI INDO KABEL,"Jl. Gatot Subroto Km. 7,8, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten"
PT SUMI INDO WIRING SYSTEMS,"KAWASAN INDUSTRI KOTA BUKIT INDAH BLOK D II NO. 27-29, DANGDEUR, BUNGURSARI, Kabupaten Purwakarta, Jawa Barat"
PT Sumi Rubber Indonesia,"KAWASAN INDUSTRI INDOTAISEI SEKTOR 1A BLOK H KEL. KALIHURIP, Kalihurip, CIKAMPEK, Kabupaten Karawang, Jawa Barat"
PR Sumi Wati,"Nanga taman, Nanga Taman, Nanga Taman, Kabupaten Sekadau, Kalimantan Barat"
PT Sumi Win Mukti,"Kawasan Industri Kujang Cikampek Kavling 18, Kalihurip, Cikampek, Kabupaten Karawang, Jawa Barat"
PR Sumiah,"Desa Wilalung RT 05 RW 02, Wilalung, Gajah, Kabupaten Demak, Jawa Tengah"
PR Sumiana Siregar,
PR Sumiani Tampubolon,"LK.1 Budi Luhur, Budi Luhur, Pandan, Kabupaten Tapanuli Tengah, Sumatera Utara"
PT Perorangan Sumiarah,"Sindurejo RW 003 RT 003, Banjarejo, Pakis, Kabupaten Malang, Jawa Timur"
PR Sumiarni,
PR Sumiarti,"Hulim, Hulim, Sosopan, Kabupaten Padang Lawas, Sumatera Utara"
